epoch,train_loss,train_data_loss,train_phys_loss,val_loss,val_data_loss,val_phys_loss,lr
1,2.627150615056356,2.62387486298879,3.2757410605748496,1.8965322971343994,1.8934367895126343,3.095487952232361,0.001
2,2.3720858494440713,2.369095961252848,2.9898656209309897,1.6680753231048584,1.6652736067771912,2.8017290830612183,0.001
3,1.9957756996154785,1.9932082295417786,2.567495425542196,1.2894067168235779,1.28710275888443,2.3039807081222534,0.001
4,1.2686842878659566,1.2669427295525868,1.7415541013081868,0.5658133029937744,0.5645259618759155,1.2873388528823853,0.001
5,0.2985070403665304,0.2979600230852763,0.5470244760314623,0.0444415919482708,0.04440988786518574,0.031702855601906776,0.001
6,0.15139752936859927,0.15130328883727392,0.09424147754907608,0.4586818218231201,0.45859549939632416,0.08632470294833183,0.001
7,0.0920519291733702,0.09200039164473613,0.051537503798802696,0.08044499903917313,0.08043404296040535,0.010955765610560775,0.001
8,0.050473807379603386,0.05032477838297685,0.1490293393532435,0.0012876243563368917,0.0011497626546770334,0.1378617137670517,0.001
9,0.027927016684164602,0.027812177625795204,0.11483969291051228,0.035143748857080936,0.035104140639305115,0.039607683196663857,0.001
10,0.027208821537594,0.027144487015902996,0.0643343823030591,0.008756389142945409,0.008669415954500437,0.08697332814335823,0.001
11,0.017586943693459034,0.017489707097411156,0.09723637253046036,0.006349140545353293,0.006253074738197029,0.09606603533029556,0.001
12,0.012796769694735607,0.012723792344331741,0.07297742242614429,0.030403723940253258,0.030358717776834965,0.04500639997422695,0.001
13,0.016466923989355564,0.016405378002673388,0.0615459680557251,0.013762814458459616,0.013689966406673193,0.07284792140126228,0.001
14,0.014907178469002247,0.014828039178003868,0.07913933880627155,0.002065232489258051,0.001945224212249741,0.12000827863812447,0.001
15,0.014291838432351748,0.014211988542228937,0.07985008880496025,0.008740158751606941,0.008653928060084581,0.08623064681887627,0.001
16,0.015101268577078978,0.015023938845843077,0.07732983926932017,0.012105918256565928,0.01202927390113473,0.07664459571242332,0.001
17,0.014987840006748835,0.014918123371899128,0.06971673977871735,0.02696573082357645,0.026916632428765297,0.04909752309322357,0.001
18,0.012649201788008213,0.012586956145241857,0.06224567132691542,0.013004647567868233,0.012930482625961304,0.07416525483131409,0.001
19,0.016950724413618445,0.016876918186123174,0.07380629641314347,0.0007001976846368052,0.0005449062737170607,0.1552913784980774,0.001
20,0.018818851094692945,0.018723977419237297,0.09487361957629521,0.00687379133887589,0.006781255244277418,0.0925360880792141,0.001
21,0.01404117327183485,0.013974126428365707,0.06704675095776717,0.013078876305371523,0.01300479518249631,0.07408087328076363,0.001
22,0.021858445058266323,0.021779467196514208,0.07897763513028622,0.019689174834638834,0.01962868683040142,0.0604885034263134,0.001
