epoch,train_loss,train_data_loss,train_phys_loss,val_loss,val_data_loss,val_phys_loss,lr
1,0.7433964332938194,0.6973474133014679,0.920980476140976,0.012734216560299197,0.006667425516449536,0.12133582433064778,0.001
2,0.040796265974640845,0.03767243461683392,0.06247662588953972,0.03625706179688374,0.03565574654688438,0.012026317805672685,0.001
3,0.01370039388537407,0.01184603588655591,0.03708715882152319,0.047952173898617424,0.047649589367210865,0.006051693111658096,0.001
4,0.012000504415482283,0.010342175476253032,0.033166576251387594,0.007942523496846357,0.0054458022932522,0.04993442197640737,0.001
5,0.01056789379566908,0.008701091930270195,0.037336035445332524,0.005084285667786996,0.0011314650437270757,0.07905641198158264,0.001
6,0.008354079383425415,0.006670898180454969,0.03366362281143665,0.011257138258467117,0.009309318421098093,0.03895640249053637,0.001
7,0.008155037546530366,0.006647390899015591,0.030152932107448578,0.005795917357318103,0.0027826210110409497,0.06026592602332433,0.001
8,0.00716310749296099,0.0055917457619216295,0.031427233181893825,0.014597015532975396,0.01298143737949431,0.032311562759180866,0.001
9,0.007524824542924762,0.006037778286263347,0.029740924425423147,0.0055770825905104475,0.0024020240889512934,0.06350116804242134,0.001
10,0.00642357201082632,0.004888972532935441,0.030691989501938223,0.008815064948673049,0.006558024091646075,0.04514081465701262,0.001
11,0.00677836543880403,0.005350500363856554,0.028557300083339215,0.00783021740304927,0.005379814421758056,0.049008057763179146,0.001
12,0.005762485889717937,0.004254229697398842,0.03016512393951416,0.014820930392791828,0.013253542905052504,0.03134775006522735,0.001
13,0.005738583505153656,0.004348113513551652,0.027809399887919427,0.006515750661492348,0.003818895095416034,0.05393710732460022,0.001
14,0.005251502208411693,0.003924645744264126,0.026537129101343454,0.005073851634127398,0.001908116241490158,0.06331470422446728,0.001
15,0.0059415551740676165,0.00451648352202028,0.028501432612538336,0.004531553791215022,0.0007576659557647266,0.07547775407632192,0.001
16,0.005877796299755573,0.004470232091844082,0.0281512837857008,0.004676115543891986,0.0011869903798166586,0.0697825017074744,0.001
17,0.00633454704657197,0.004902227360289544,0.028646394275128842,0.005001614801585674,0.0007453480381324576,0.08512533456087112,0.001
18,0.00562869718298316,0.0041962261591106656,0.028649419606663288,0.006965229287743568,0.004365569688767816,0.05199319186309973,0.001
19,0.006454134667292237,0.004970830054953694,0.02966609213501215,0.015083850206186375,0.013566505319128433,0.030346898672481377,0.001
20,0.006301556155085564,0.004876659112051129,0.028497939817607402,0.00589458760805428,0.0030346857965923846,0.057198033978541694,0.001
21,0.004753994541242718,0.0034025747794657947,0.02702839456498623,0.004574011196382344,0.0010666950741627563,0.07014632349212964,0.001
22,0.004774030391126871,0.0033334001572802663,0.02881260383874178,0.006885502487421036,0.004317932354751974,0.051351399471362434,0.001
23,0.004802179289981723,0.0034774741996079685,0.026494101472198963,0.004499824407200019,0.0006830789488958544,0.07633490984638532,0.001
24,0.004910174747928977,0.003574674930423498,0.026709995940327646,0.006202495036025842,0.0034572224443157515,0.05490545183420181,0.001
25,0.004910664148628712,0.003535207435488701,0.027509133480489254,0.0052043825853616,0.0021058052310157413,0.06197154521942139,0.001
26,0.00466864394955337,0.003359618645627052,0.026180505026131867,0.005707750795409083,0.0028181311499793082,0.05779239038626353,0.001
27,0.005085423132404685,0.0037531551672145723,0.026645359024405478,0.004528601188212633,0.0008356650147713177,0.07385872428615887,0.001
28,0.004747544485144317,0.003425557636655867,0.0264397363550961,0.0045616997716327505,0.0010413219711153943,0.07040755450725555,0.001
29,0.00494165450334549,0.0034850820270366967,0.029131449051201342,0.0076557327605163055,0.005252650201631089,0.048061653350790344,0.001
30,0.004812832167372108,0.0034617632383015006,0.027021377980709076,0.005700419113660852,0.0028305906938233725,0.057396565253535904,0.001
31,0.004008477381430567,0.0027285433968063442,0.025598678924143314,0.006574185720334451,0.003938273652844752,0.0527182420094808,0.001
32,0.004379440722987056,0.003114826618693769,0.025292281955480576,0.0046578614274039865,0.0013137929533210506,0.06688136793673038,0.001
33,0.004282512413337827,0.002907512659439817,0.0274999949708581,0.004582979832775891,0.0012096062552397295,0.06746747096379598,0.001
34,0.004055521204136312,0.0028014479484409095,0.02508146457374096,0.006253572258477409,0.003547668078681454,0.054118082548181214,0.0005
35,0.0040097461733967065,0.00272809257498011,0.025633071586489677,0.0043941901143019395,0.0008193554512369398,0.07149669155478477,0.0005
36,0.004194001788273454,0.0028900303272530437,0.026079428140074013,0.005628704015786449,0.0027523678145371377,0.0575267244130373,0.0005
37,0.004054050669074058,0.0027629406051710246,0.025822200402617453,0.004558040372406443,0.001136792312839437,0.06842496059834957,0.0005
38,0.0035924183577299117,0.0022454387371544727,0.026939592510461807,0.004829400956320266,0.0016119908323162235,0.06434820219874382,0.0005
39,0.003796880263835192,0.0025829896656796338,0.02427781080827117,0.00580400531180203,0.0029588290150665366,0.05690352370341619,0.0005
40,0.00414781991392374,0.002853049957193434,0.02589539896696806,0.0049654872467120486,0.0018072726306854747,0.06316429190337658,0.0005
